Dataset,Oversampling,Classifier,Balanced F-Measure,G-Measure,ROC AUC Score
Ecoli,K-Means,Gradient Boosting,0.5184315665735595,0.5198074275171761,0.0
Ecoli,K-Means,Logistic Regression,0.32725250167110637,0.33596741980707934,0.0
Ecoli,K-Means,Random Forest,0.48913094158285686,0.49505970840237123,0.0
Ecoli,K-Means,Support Vector,0.33952555381126814,0.34677591115654866,0.0
Ecoli,K-Means on Autoencoder Encoding,Gradient Boosting,0.17685672514619882,0.2567952306219055,0.0
Ecoli,K-Means on Autoencoder Encoding,Logistic Regression,0.07471804511278195,0.1644172601535398,0.0
Ecoli,K-Means on Autoencoder Encoding,Random Forest,0.1335835385015713,0.23492609811774043,0.0
Ecoli,K-Means on Autoencoder Encoding,Support Vector,0.04329004329004329,0.0603681610520369,0.0
Ecoli,No Clustering (=SMOTE),Gradient Boosting,0.5323674070567195,0.5346766514559119,0.0
Ecoli,No Clustering (=SMOTE),Logistic Regression,0.3420579213418088,0.3741586896013678,0.0
Ecoli,No Clustering (=SMOTE),Random Forest,0.5342445392747204,0.5528567629306647,0.0
Ecoli,No Clustering (=SMOTE),Support Vector,0.33021403683424594,0.3395984030101957,0.0
Ecoli,No Oversampling,Gradient Boosting,0.5236243762559553,0.5361486221070896,0.0
Ecoli,No Oversampling,Logistic Regression,0.4214696223316913,0.4622548609110132,0.0
Ecoli,No Oversampling,Random Forest,0.6217329036877909,0.6361490731401499,0.0
Ecoli,No Oversampling,Support Vector,0.35615768506133955,0.360074966153744,0.0
Ecoli,Random Clustering,Gradient Boosting,0.526604165580639,0.5301434080549374,0.0
Ecoli,Random Clustering,Logistic Regression,0.3811998811998812,0.3946322775687681,0.0
Ecoli,Random Clustering,Random Forest,0.7105656904671683,0.7179684321980758,0.0
Ecoli,Random Clustering,Support Vector,0.3546537341986979,0.3589357989700612,0.0
MNIST Imbalanced 1+7,K-Means,Gradient Boosting,0.9906996526270506,0.9907188470046451,0.993338877730354
MNIST Imbalanced 1+7,K-Means,Logistic Regression,0.9906996526270506,0.9907188470046451,0.993338877730354
MNIST Imbalanced 1+7,K-Means,Random Forest,0.9933331701705866,0.993387111590438,0.9978070175438596
MNIST Imbalanced 1+7,K-Means,Support Vector,0.9920424093231959,0.9920509222216846,0.9937965406039284
MNIST Imbalanced 1+7,No Clustering (=SMOTE),Gradient Boosting,0.9919854694953553,0.9920633127461429,0.9973707274320771
MNIST Imbalanced 1+7,No Clustering (=SMOTE),Logistic Regression,0.987999706307056,0.9880532498462532,0.9924253200568991
MNIST Imbalanced 1+7,No Clustering (=SMOTE),Random Forest,0.9960141368401645,0.9960334725680831,0.9986818980667838
MNIST Imbalanced 1+7,No Clustering (=SMOTE),Support Vector,0.9906996526270506,0.9907188470046451,0.993338877730354
MNIST Imbalanced 1+7,No Oversampling,Gradient Boosting,0.9893139593271404,0.9893915142933183,0.9946700718985093
MNIST Imbalanced 1+7,No Oversampling,Logistic Regression,0.987999706307056,0.9880532498462532,0.9924253200568991
MNIST Imbalanced 1+7,No Oversampling,Random Forest,0.9892754638834317,0.9894144522753814,0.9965004374453194
MNIST Imbalanced 1+7,No Oversampling,Support Vector,0.9919854694953553,0.9920633127461429,0.9973707274320771
MNIST Imbalanced 1+7,Random Clustering,Gradient Boosting,0.9919854694953553,0.9920633127461429,0.9973707274320771
MNIST Imbalanced 1+7,Random Clustering,Logistic Regression,0.989352096159484,0.9893862915870839,0.9928818056906183
MNIST Imbalanced 1+7,Random Clustering,Random Forest,0.9906329121386022,0.9907390947178557,0.9969352014010509
MNIST Imbalanced 1+7,Random Clustering,Support Vector,0.9919854694953553,0.9920633127461429,0.9973707274320771
MNIST Imbalanced 7+8,K-Means,Gradient Boosting,0.9825157637004756,0.9825258901561204,0.9806551402661241
MNIST Imbalanced 7+8,K-Means,Logistic Regression,0.9825157637004756,0.9825258901561204,0.9806551402661241
MNIST Imbalanced 7+8,K-Means,Random Forest,0.9793605624372279,0.9794019564486232,0.9832017239384473
MNIST Imbalanced 7+8,K-Means,Support Vector,0.9770423125261835,0.9772852221190836,0.9682939644537853
MNIST Imbalanced 7+8,No Clustering (=SMOTE),Gradient Boosting,0.9795221600075923,0.9795221600075923,0.9795221600075923
MNIST Imbalanced 7+8,No Clustering (=SMOTE),Logistic Regression,0.9853729714339945,0.9853729714339945,0.9853729714339945
MNIST Imbalanced 7+8,No Clustering (=SMOTE),Random Forest,0.98525754459802,0.9852992837521535,0.9891458405646187
MNIST Imbalanced 7+8,No Clustering (=SMOTE),Support Vector,0.9798356197667464,0.9799929924264087,0.9727078155205744
MNIST Imbalanced 7+8,No Oversampling,Gradient Boosting,0.9780165051532544,0.978019053595861,0.9789558680615104
MNIST Imbalanced 7+8,No Oversampling,Logistic Regression,0.9897006371022884,0.9897241572903261,0.9926246746886134
MNIST Imbalanced 7+8,No Oversampling,Random Forest,0.9719337969701871,0.9719980786064089,0.976691674733785
MNIST Imbalanced 7+8,No Oversampling,Support Vector,0.9853155547933459,0.9853258989202499,0.9872351618920082
MNIST Imbalanced 7+8,Random Clustering,Gradient Boosting,0.9796017243172215,0.979611809356843,0.9777523518942284
MNIST Imbalanced 7+8,Random Clustering,Logistic Regression,0.9897006371022884,0.9897241572903261,0.9926246746886134
MNIST Imbalanced 7+8,Random Clustering,Random Forest,0.982378665752015,0.9823889673476129,0.9842866708116123
MNIST Imbalanced 7+8,Random Clustering,Support Vector,0.978354066380863,0.9784748067746021,0.9720977399146231
